Message Id,Time,Sender Name,Reply Id,Message
564126,2020-11-30T15:47:51+00:00,slavagoreev,564106,""
564127,2020-11-30T15:48:02+00:00,simplearink,564126,"😂"
564128,2020-11-30T15:48:40+00:00,fatawesome,,"@SkarletSkay верни разговор в продуктивное русло, пожалуйста"
564129,2020-11-30T15:49:08+00:00,fatawesome,,"Спасибо"
564130,2020-11-30T15:55:40+00:00,ionagamed,,"Он бухой или всегда так разговаривает?"
564131,2020-11-30T15:55:54+00:00,myaksik,,"ммм сексизм"
564132,2020-11-30T15:55:56+00:00,myaksik,,"блять"
564133,2020-11-30T15:55:57+00:00,Mustafin,564130,"Он просто картавый"
564134,2020-11-30T15:55:58+00:00,Mustafin,,"как я"
564135,2020-11-30T15:56:00+00:00,simplearink,564131,"Что такое"
564136,2020-11-30T15:56:02+00:00,simplearink,,"Где"
564137,2020-11-30T15:56:02+00:00,ionagamed,,"У меня на районе обычно за такое ебало бьют"
564138,2020-11-30T15:56:02+00:00,myaksik,,"закончите просто это уже"
564139,2020-11-30T15:56:06+00:00,slavagoreev,,"Он говорит, как Сантана"
564140,2020-11-30T15:56:09+00:00,simplearink,,"Дайте въебу"
564141,2020-11-30T15:56:19+00:00,myaksik,,"мне хуевее и хуевее становится"
564142,2020-11-30T15:56:56+00:00,ionagamed,,"АХАХА бляяя “ты чо сука, го за гаражи"""
564143,2020-11-30T15:57:08+00:00,simplearink,,""
564144,2020-11-30T15:57:08+00:00,slavagoreev,564139,"https://www.instagram.com/p/CAGKBxCBfqQ/"
564145,2020-11-30T15:57:10+00:00,myaksik,,"а кто рядом с Бобровым сидит"
564146,2020-11-30T15:57:30+00:00,CherryColored,,""
564147,2020-11-30T15:57:38+00:00,slavagoreev,564145,"Преставитель от кпрф"
564148,2020-11-30T15:57:39+00:00,klchanova,564145,"Масягин"
564149,2020-11-30T15:57:54+00:00,BeLuckyDaf,564142,"страшна"
564150,2020-11-30T15:57:55+00:00,slavagoreev,,"Масяня"
564151,2020-11-30T15:58:02+00:00,myaksik,564148,"а, это он"
564152,2020-11-30T15:58:23+00:00,simplearink,564147,"Грудинин, кандидат от народа"
564153,2020-11-30T15:58:31+00:00,BeLuckyDaf,564143,"а можна контекст)"
564154,2020-11-30T15:58:35+00:00,Terokin,,"Никто случаем ретрансляцию не делает?"
564155,2020-11-30T15:58:48+00:00,simplearink,564153,"А я не помню"
564156,2020-11-30T15:58:54+00:00,simplearink,,"Просто сидит матерится"
564157,2020-11-30T15:58:57+00:00,stupidjava,564143,""
564158,2020-11-30T15:59:02+00:00,bochkaryoff,,"блин пацаны поясните мемы пожалуйста"
564159,2020-11-30T15:59:04+00:00,bochkaryoff,,"про сексизм"
564160,2020-11-30T15:59:12+00:00,jenamax,564142,"Ну вообще с учётом того что он там писал и в какой форме его вообще кинуть нахуй надо было"
564161,2020-11-30T15:59:23+00:00,simplearink,564159,"тожн интересно"
564162,2020-11-30T15:59:25+00:00,bochkaryoff,,"вышел буквально на десять минут а они там так накекали что пиздец стыдно стало что вышел"
564163,2020-11-30T15:59:30+00:00,CherryColored,564153,"Чувак писал с матом какую то фигню"
564164,2020-11-30T15:59:48+00:00,vionenv,,"конфа кончилась?"
564165,2020-11-30T15:59:51+00:00,myaksik,,"да"
564166,2020-11-30T15:59:52+00:00,CherryColored,,"Да"
564167,2020-11-30T16:00:02+00:00,vionenv,,"прекол"
564168,2020-11-30T16:00:11+00:00,vionenv,,"что в итоге то?)"
564169,2020-11-30T16:00:12+00:00,CherryColored,,"Там митинг кончился"
564170,2020-11-30T16:00:17+00:00,slavagoreev,564163,"Это не @imajou случайно?"
564171,2020-11-30T16:00:22+00:00,ionagamed,564160,"Я понимаю, но это обсуждение между студентами и университетом, не нужно кормить троллей, иначе это превращается в комменты на ютубе вида\n\nГлеб: ахаха мамку ебал\nЕвгений: ты чо сказал нахуй, го за гаражи"
564172,2020-11-30T16:00:22+00:00,CherryColored,564168,"Можем предложить свое"
564173,2020-11-30T16:00:32+00:00,PRYRAN,564159,"Он сказал что-то типа: универ, как мужик, должен отвечать за свои слова"
564174,2020-11-30T16:00:42+00:00,CherryColored,564170,"Не думаю, этот Глеб повоспитанней будет"
564175,2020-11-30T16:00:47+00:00,bochkaryoff,,"based"
564176,2020-11-30T16:00:58+00:00,ionagamed,564175,"Based on what?  Your cock?"
564177,2020-11-30T16:00:58+00:00,CherryColored,,"А тот в чате вообще хз зачем это делал"
564178,2020-11-30T16:01:06+00:00,simplearink,564174,"+"
564179,2020-11-30T16:01:18+00:00,rsolovev,,"если кто хочет почитать"
564180,2020-11-30T16:01:26+00:00,bochkaryoff,564176,""
564181,2020-11-30T16:01:33+00:00,ionagamed,564179,"Опа, а вот и данные для датасатанистов"
564182,2020-11-30T16:01:43+00:00,CherryColored,564168,"И ещё отличники 2 сема - 36"
564183,2020-11-30T16:01:54+00:00,vionenv,,"норм"
564184,2020-11-30T16:01:56+00:00,ionagamed,564182,"Плюс еще надо быть активистом"
564185,2020-11-30T16:01:57+00:00,vionenv,,"а че не три сема"
564186,2020-11-30T16:01:59+00:00,CherryColored,,"И работать официально модно"
564187,2020-11-30T16:02:01+00:00,myaksik,,"и самбо будут дальше финансировать"
564188,2020-11-30T16:02:04+00:00,CherryColored,,"И можно"
564189,2020-11-30T16:02:10+00:00,bochkaryoff,564187,"блин за самбо переживал сильнее всего"
564190,2020-11-30T16:02:11+00:00,vionenv,,"я бы 7 семов бы сделал сразу)"
564191,2020-11-30T16:02:21+00:00,imajou,564170,"Кто звал?"
564192,2020-11-30T16:02:21+00:00,CherryColored,564190,"Аы"
564193,2020-11-30T16:02:29+00:00,slavagoreev,,"Надо предложить Серочудинову выйти на бой по правилам ММА с Gleb"
564194,2020-11-30T16:02:48+00:00,jenamax,,"@MuLlaLla я не расслышал ответ, самбо будут финансировать?"
564195,2020-11-30T16:02:50+00:00,ionagamed,564193,"Немодерируемые дебаты через телеграм"
564196,2020-11-30T16:03:03+00:00,slavagoreev,,"Бой на стикерах без правил"
564197,2020-11-30T16:03:04+00:00,ionagamed,,"Выигравшего определяет публика"
564198,2020-11-30T16:03:24+00:00,CherryColored,,"За телефоном сидит не обязательно один человек"
564199,2020-11-30T16:03:58+00:00,Species_decipit,564197,"Нет, выигравшего определяет пидор бот"
564200,2020-11-30T16:04:06+00:00,imajou,,"Что у вас там присходит и причём здесь я?"
564201,2020-11-30T16:04:22+00:00,ionagamed,564200,"Там чувак развыебывался в чате зума.  Его зовут Глеб (без фамилии)"
564202,2020-11-30T16:04:30+00:00,myaksik,,"а мы одного только знаем"
564203,2020-11-30T16:05:02+00:00,slavagoreev,564201,"Его зовут Gleb"
564204,2020-11-30T16:05:14+00:00,ionagamed,,"Простите"
564205,2020-11-30T16:05:18+00:00,ionagamed,,"Неправильно прочитал"
564206,2020-11-30T16:05:20+00:00,PRYRAN,,"Этим Глебом был...."
564207,2020-11-30T16:05:21+00:00,MuLlaLla,563992,"Я тут"
564208,2020-11-30T16:05:22+00:00,ionagamed,,"Действительно Gleb"
564209,2020-11-30T16:05:27+00:00,MuLlaLla,,"Извините что влетел так"
564210,2020-11-30T16:05:51+00:00,stupidjava,564209,"Глеб пришел"
564211,2020-11-30T16:06:02+00:00,ionagamed,,"А Gleb нет :C"
564212,2020-11-30T16:06:16+00:00,jenamax,564207,"Что там с клубом самбо?"
564213,2020-11-30T16:06:20+00:00,fatawesome,564209,"Не ожидай, что после этого кто-то будет воспринимать тебя всерьёз"
564214,2020-11-30T16:06:29+00:00,imajou,,"А не, я с фамилией и с фоткой"
564215,2020-11-30T16:06:38+00:00,imajou,,"И вообще не пришёл"
564216,2020-11-30T16:06:52+00:00,PRYRAN,,"А запись есть?"
564217,2020-11-30T16:06:54+00:00,stupidjava,564212,"ждем рассылки каждый день по клубу самбо"
564218,2020-11-30T16:06:58+00:00,simplearink,564216,"Будет"
564219,2020-11-30T16:07:03+00:00,PRYRAN,,"Дайте глянуть как ринат влетел"
564220,2020-11-30T16:07:35+00:00,jenamax,564217,"Главное чтобы писали продолжают ли его финансировать"
564221,2020-11-30T16:07:52+00:00,MuLlaLla,564213,"М?\nТы не думал что может правила ужесточили и тренеру стало тяжелее?"
564222,2020-11-30T16:08:09+00:00,MuLlaLla,,"Ну то есть извините что влетел"
564223,2020-11-30T16:08:24+00:00,MuLlaLla,,"Но я вроде не срывал и потом молчал в основном"
564224,2020-11-30T16:08:32+00:00,simplearink,,"Так что за мем"
564225,2020-11-30T16:08:34+00:00,MuLlaLla,,"То есть потратил секунд 30 общего времени"
564226,2020-11-30T16:08:37+00:00,simplearink,,"Что за самбо"
564227,2020-11-30T16:08:59+00:00,fatawesome,564221,"Мне насрать\nДля незапланированных вопросов есть чат\nВстревать в запланированную встречу и тратить чужое время - некультурно, неприлично и по-пидорски"
564228,2020-11-30T16:09:52+00:00,jenamax,564226,"Самооборона без оружия"
564229,2020-11-30T16:09:57+00:00,bochkaryoff,564226,"Ринат влетел посреди митинга и спросил че там про самбо"
564231,2020-11-30T16:10:02+00:00,bochkaryoff,,"Это было быстро и внезапно"
564232,2020-11-30T16:10:10+00:00,MuLlaLla,564227,"Возможно ты прав, извини"
564233,2020-11-30T16:10:25+00:00,simplearink,564229,"А"
564234,2020-11-30T16:10:28+00:00,bochkaryoff,,"Впрочем, не стоило ожидать другого исполнения от мастера своего дела"
564235,2020-11-30T16:10:39+00:00,bochkaryoff,,"Если бы это был бой, то вся комната лежала бы на полу, я уверен"
564237,2020-11-30T16:14:46+00:00,bochkaryoff,,"а будет текстовый файл с ответами на вопросы?"
564238,2020-11-30T16:15:34+00:00,bochkaryoff,564236,"экономь чужое время - не ходи на митинги а ебашь на хакатонах"
564239,2020-11-30T16:21:00+00:00,fatawesome,564237,"СЮ соберет саммари потезисно"
564240,2020-11-30T16:21:08+00:00,fatawesome,,"(в кросс-зоо спрашивал уже)"
564241,2020-11-30T16:22:34+00:00,bochkaryoff,,"круто"
564242,2020-11-30T16:51:53+00:00,MuLlaLla,,"Так, вообщем, не совсем красиво было влетать без очереди и высказывать вопрос - c этим я согласен\nзадал я его не с целью троллинга, а это реально довольно горящая проблема\nкстати спрашивал я не только про финансирование самбо, но и про финансирование клубов в целом\n\nТе , кого жестко оскорбил - искренне извиняюсь\nГотов пояснить за все свои слова и поступки в личке/за чаем/на улице"
564243,2020-11-30T16:54:32+00:00,N_Flamel,,"уж не знаю насколько там Ринатка помешал, но выглядит как будто ему и правда жаль"
564244,2020-11-30T16:54:40+00:00,N_Flamel,,"молодец"
564245,2020-11-30T16:55:28+00:00,MuLlaLla,,"❤️"
564246,2020-11-30T16:58:48+00:00,anufriyevt,,"мне кажется нужен стикер с Ринатом где он спрашивает про самбо"
564247,2020-11-30T17:03:46+00:00,anufriyevt,,"Чем встреча закончилась в итоге?"
564248,2020-11-30T17:03:48+00:00,anufriyevt,,"Что решили?"
564249,2020-11-30T17:06:57+00:00,ysukhorukov,564248,"Without further interruption let's celebrate and suck some ...."
564250,2020-11-30T17:07:08+00:00,lunacarsky,564249,"))))"
564251,2020-11-30T17:07:10+00:00,lunacarsky,,"ору"
564252,2020-11-30T17:26:52+00:00,Apostrov,564249,""
564253,2020-11-30T17:45:38+00:00,Terokin,,"А что за история между Писателем и Инно?"
564254,2020-11-30T17:45:38+00:00,Terokin,,"https://vk.com/wall-121129260_1310"
564255,2020-11-30T17:53:24+00:00,x3medima17,564253,"Он умел хотяб как-то отстаивать интересы студентов"
564256,2020-11-30T18:04:42+00:00,dmiklashevskaya,,"а как у дс специализация звучит по-русски"
564257,2020-11-30T18:05:03+00:00,myaksik,,"а мы как-то различаемся вообще?"
564258,2020-11-30T18:05:13+00:00,dmiklashevskaya,,"что-то как-то видела где-то"
564259,2020-11-30T18:05:17+00:00,ysukhorukov,564257,"Специализация же"
564260,2020-11-30T18:05:31+00:00,myaksik,,"так мы бакалавры а не специалисты"
564261,2020-11-30T18:05:45+00:00,rsolovev,,"Там вроде на совсем высокоуровневых доках мы все ИВТ с разными элективами"
564262,2020-11-30T18:05:54+00:00,myaksik,564261,"+"
564263,2020-11-30T18:33:29+00:00,stupidjava,,"http://www.business-gazeta.ru/article/490405/"
564264,2020-11-30T18:35:49+00:00,fatawesome,,"Абирой же и так в иннополисе был, не?"
564265,2020-11-30T18:36:47+00:00,myaksik,,"партнер наверное > резидент"
564266,2020-11-30T18:36:49+00:00,myaksik,,"но я хз"
564267,2020-11-30T18:37:53+00:00,CherryColored,564258,"может аналитик даных"
564268,2020-11-30T18:38:09+00:00,CherryColored,,"уклон\nили как там\nнаправление"
564269,2020-11-30T18:39:42+00:00,fatawesome,564265,"Да, это так"
564270,2020-11-30T18:39:56+00:00,fatawesome,,"партнер > резидент > стартап"
564271,2020-11-30T18:47:32+00:00,kamilkoduo,564270,"Дальше справа наверное идет студент"
564272,2020-11-30T18:48:17+00:00,kamilkoduo,,"Резидент - это же просто работать здесь и платить налоги сюда"
564273,2020-11-30T18:49:26+00:00,fatawesome,564272,"нет"
564274,2020-11-30T18:49:48+00:00,fatawesome,564271,"студент - бесправное животное, его нет в этой иерархии))0"
564275,2020-11-30T18:51:55+00:00,kamilkoduo,564273,"Мне совкомбанк сказал, что ""мы не резиденты инно, но резиденты татарстана"""
564276,2020-11-30T18:52:09+00:00,kamilkoduo,564275,"Насколько я понял, они имеют здесь офисы разработки и платят налоги"
564277,2020-11-30T18:53:05+00:00,fatawesome,,"ну они и не резидент тогда"
564278,2020-11-30T18:53:32+00:00,kamilkoduo,564277,"Что такое резидент?"
564279,2020-11-30T18:53:55+00:00,fatawesome,564278,"почитай на сайте инно плз"
564280,2020-11-30T18:54:00+00:00,fatawesome,,"там много всего"
564281,2020-11-30T18:54:52+00:00,kamilkoduo,,"Просто у слова есть весьма понятный смысл, не думал что резидент инно как то экстендит его"
564282,2020-11-30T19:00:56+00:00,fatawesome,,"А, кстати\nЯ тут фронтендера ищу к себе в команду\n\nВилка 80-150\nСтек: вью, накст\nЗадачи на выбор: \n  1. Разработка основного продукта компании \n  2. Инфраструктура фронта (то, что используют продуктовые команды) - уи кит, утилитарные пакеты, сквозные авторизации и т.д."
564283,2020-11-30T19:02:33+00:00,simplearink,564282,"Все тебе мало..."
564284,2020-11-30T19:02:38+00:00,Qvviko,564283,""
564285,2020-11-30T19:02:46+00:00,mmmsalo,564282,"Вилки поднял, красавчик"
564286,2020-11-30T19:03:16+00:00,fatawesome,,"Если б это был я"
564287,2020-11-30T19:33:08+00:00,BeLuckyDaf,,""
564288,2020-11-30T19:33:09+00:00,BeLuckyDaf,,"Когда у фронтендера нижний порог больше твоей ставки плюсовика"
564289,2020-11-30T19:35:00+00:00,fatawesome,,""
564290,2020-11-30T21:44:55+00:00,vionenv,564288,"А ты иди становись дата саентистом как я\nБудешь разрабатывать искусственный интеллект за 300к в наносекунду"
564291,2020-11-30T21:44:58+00:00,vionenv,,"(с)"
564292,2020-11-30T22:14:44+00:00,nobilisrex,,"Секурники, спасайте. Подруге в одном уфимском вузе препод тест прислал."
564293,2020-11-30T22:21:12+00:00,udntwnme,564292,"Я только символ битка знаю, извините"
564294,2020-11-30T22:21:57+00:00,anufriyevt,564292,"Я не секурник, но предположу что одна"
564295,2020-11-30T22:22:29+00:00,russab0,,"Зачем антивирус, если твои деньги спиздит университет?"
564296,2020-11-30T22:22:42+00:00,russab0,,"(это я не всерьез, если что)"
564297,2020-11-30T23:40:11+00:00,BeLuckyDaf,564292,"что за бред, ну если прикинуть, то одна, а то могут начать конфликтовать"
564298,2020-12-01T05:48:44+00:00,ireknazm,564292,"Всё лучше такого присланного теста"
564299,2020-12-01T05:50:56+00:00,fatawesome,564292,"Кекес какой-то\nЯ бы сказал 0, но тут наверно 1"
564300,2020-12-01T06:09:07+00:00,concrete13377,564298,"это ориждинал контент?"
564301,2020-12-01T06:20:47+00:00,kamilkoduo,564300,"Как ты деликатно спросил готовится ли Ирек стать отцом, хмм"
564302,2020-12-01T06:28:10+00:00,ireknazm,,""
564303,2020-12-01T06:56:23+00:00,theMavl,564295,"Неплохо"
564304,2020-12-01T07:09:35+00:00,Apostrov,,"в смысле part 1? 😐"
564305,2020-12-01T07:09:48+00:00,Qvviko,564304,""
564306,2020-12-01T07:10:01+00:00,Qvviko,,"wait, there is more"
564307,2020-12-01T07:16:28+00:00,jenamax,564306,"Там будет Roflnextsema"
564308,2020-12-01T07:16:30+00:00,ysukhorukov,564304,"Меркин?"
564309,2020-12-01T07:16:50+00:00,fatawesome,564307,""
564310,2020-12-01T07:16:57+00:00,Apostrov,564308,"А чё не Кетчуп"
564311,2020-12-01T07:17:12+00:00,ysukhorukov,564307,"Продолжаем флексить"
564312,2020-12-01T07:17:29+00:00,jenamax,564310,"А почему кетчуп?"
564313,2020-12-01T07:17:36+00:00,ysukhorukov,,"Он Хейн"
564314,2020-12-01T07:17:39+00:00,ysukhorukov,,"Хейнц"
564315,2020-12-01T07:17:43+00:00,Apostrov,564312,"Хайнз"
564316,2020-12-01T07:17:57+00:00,Apostrov,,""
564317,2020-12-01T07:18:00+00:00,ysukhorukov,564315,"Да, Хайнц"
564318,2020-12-01T07:18:33+00:00,ysukhorukov,564312,"У нас там вроде МК будут, которые как обычно дают вести кому-нибудь"
564319,2020-12-01T07:18:43+00:00,ysukhorukov,,"Рандомному"
564320,2020-12-01T07:18:56+00:00,theMavl,,"я думаю, это номер блока"
564321,2020-12-01T07:18:59+00:00,jenamax,564318,"Что такое МК?"
564322,2020-12-01T07:19:09+00:00,ysukhorukov,,"МикроКОТроллеры"
564323,2020-12-01T07:19:09+00:00,slavagoreev,,"Мортал комбат"
564324,2020-12-01T07:19:16+00:00,slavagoreev,,"Мастер класс"
564325,2020-12-01T08:12:58+00:00,fatawesome,,"русские: ууу сука кпоп ненавижу бл\nтоже русские:"
564326,2020-12-01T08:13:00+00:00,fatawesome,,""
564327,2020-12-01T08:14:11+00:00,Mustafin,,"никого из них не знаю"
564328,2020-12-01T08:14:22+00:00,Apostrov,,"всех их знаю"
564329,2020-12-01T08:14:24+00:00,Mustafin,,"и чтоб эти пидарасы мне больше сексистские песни не рекламировали"
564330,2020-12-01T08:14:30+00:00,Mustafin,564326,"КиШ только слышал"
564331,2020-12-01T08:14:35+00:00,Mustafin,,"и слушал наверное"
564332,2020-12-01T08:14:45+00:00,udntwnme,564325,"> киш\n> кпоп"
564333,2020-12-01T08:15:01+00:00,N_Flamel,564332,"++"
564334,2020-12-01T08:15:04+00:00,Apostrov,564332,"Старорусский кпоп"
564335,2020-12-01T08:15:04+00:00,fatawesome,564332,"слушаю и киша, и блакпинк\nдоволен жизнью"
564336,2020-12-01T08:15:28+00:00,Apostrov,564335,""
564337,2020-12-01T08:15:30+00:00,fenchelfen,564334,"ахах"
564338,2020-12-01T08:15:36+00:00,udntwnme,,"Мияги это короче МОЯ ДИКАЯ КАССАНДРА че то там дальше"
564339,2020-12-01T08:15:42+00:00,fatawesome,564336,""
564340,2020-12-01T08:15:52+00:00,ysukhorukov,564338,"Sounds like shit"
564341,2020-12-01T08:16:00+00:00,udntwnme,564340,"Да, оно и есть"
564342,2020-12-01T08:16:19+00:00,myaksik,564326,"в топ5 вошёл сиуцид задумайтесь"
564343,2020-12-01T08:17:24+00:00,Apostrov,564342,"Русня же любит этих ваших сусайдов, хостмейнов, скарлордов"
564344,2020-12-01T08:17:40+00:00,mmmsalo,564335,"а как же суициды?"
564345,2020-12-01T08:17:55+00:00,mmmsalo,,"они топ"
564346,2020-12-01T08:18:51+00:00,fatawesome,564344,"Не слушал если честно \nКинь самый топ по твоему мнению, оценим"
564347,2020-12-01T08:19:05+00:00,mmmsalo,,"ща накидаю"
564348,2020-12-01T08:20:15+00:00,Apostrov,564346,"Просто идёшь по их популярным песняи, они +- похожую музыку выпускают"
564349,2020-12-01T08:45:37+00:00,Ortyomka,564338,"Игривая падра"
564350,2020-12-01T08:45:50+00:00,udntwnme,564349,"Кто такая падра"
564351,2020-12-01T08:46:32+00:00,Ortyomka,564350,"Буря"
564352,2020-12-01T08:46:34+00:00,Apostrov,564350,""
564353,2020-12-01T08:50:37+00:00,x3medima17,564326,""
564354,2020-12-01T08:51:27+00:00,fatawesome,564353,""
564355,2020-12-01T08:52:32+00:00,Qvviko,,""
564356,2020-12-01T08:57:42+00:00,dmiklashevskaya,,"scihub умер?"
564357,2020-12-01T09:01:36+00:00,dmiklashevskaya,,"как можно нелегально скачать папир теперь?"
564358,2020-12-01T09:02:43+00:00,nobilisrex,,"У меня бот работает\n@scihubot"
564359,2020-12-01T09:03:36+00:00,dmiklashevskaya,564358,"спасибо)"
564360,2020-12-01T09:14:31+00:00,slavagoreev,564326,"Это фишка кпопа, что их фаны начинают люто спаммить, чтобы их идолы поднимались в чарты"
564361,2020-12-01T09:14:44+00:00,slavagoreev,,"Слушают по 100500 раз, покупают треки"
564362,2020-12-01T09:15:23+00:00,fatawesome,564360,"Сомнительно\nЯ и куклу колдуна могу за день 10 раз послушать"
564363,2020-12-01T09:15:26+00:00,bochkaryoff,564326,"мне одному глазам больно или я что-то не понимаю в дизайне?"
564364,2020-12-01T09:15:38+00:00,bochkaryoff,564362,"из-за таких как ты КиШ в топе"
564365,2020-12-01T09:15:45+00:00,slavagoreev,564363,"Не одному"
564366,2020-12-01T09:16:02+00:00,fatawesome,564364,"могу и down with the sickness до дыр заслушать)"
564367,2020-12-01T09:16:17+00:00,bochkaryoff,564366,"взлом спотифая"
564368,2020-12-01T09:16:27+00:00,ysukhorukov,564364,"Ты таки против КиШа ?"
564369,2020-12-01T09:16:50+00:00,bochkaryoff,564368,"Особо не слушаю, но против ничего не имею"
564370,2020-12-01T09:18:19+00:00,bochkaryoff,,"А в чем фишка спотифая перед ЯМузыкой и ЭпплМузыкой?"
564371,2020-12-01T09:19:34+00:00,kamilkoduo,564370,"в эпл недавно только рекомендации добавили"
564372,2020-12-01T09:21:28+00:00,jenamax,564370,"У меня будильник на телефоне позволяет ставить треки из спотифая. Но это единственное преимущество которое я вижу"
564373,2020-12-01T09:23:07+00:00,bochkaryoff,564371,"т.е. хорошие рекомендации?"
564374,2020-12-01T09:23:41+00:00,jenamax,,"А, еще он делаейт несколько тематических плейлистов дня с некоторым разделением треков. В Яндексе все в кучу, а спотифай не поставит в один плейлист например средневековую инструментальную музыку и блэк метал"
564375,2020-12-01T09:24:31+00:00,bochkaryoff,564374,"блин хз, с Алисы слушал музыку, она тоже редко скакала по жанрам"
564376,2020-12-01T09:25:09+00:00,bochkaryoff,,"Этим меня Ямузыка и удивила, что можно просто сказать включить какой-то трек и потом она будет несколько часов похожую музыку играть"
564377,2020-12-01T09:25:12+00:00,loaferCH,564370,"Спотифай говно"
564378,2020-12-01T09:25:16+00:00,loaferCH,,"Ничем он не лучше"
564379,2020-12-01T09:25:22+00:00,loaferCH,,""
564380,2020-12-01T09:25:53+00:00,jenamax,564376,"Ну это если сказать ему составь плейлист по треку"
564381,2020-12-01T09:26:11+00:00,fatawesome,564377,"токсично"
564382,2020-12-01T09:26:58+00:00,kamilkoduo,564373,"на уровне  UI получше чем раньше"
564383,2020-12-01T09:27:30+00:00,loaferCH,564381,"мы прост раза 2 в месяц в этом чате это обсуждаем"
564384,2020-12-01T09:27:36+00:00,bochkaryoff,,"не ну тип мне например все равно на рекомендации, я в основном слушаю одно и то же и пользуюсь эппл музыкой с первого курса"
564385,2020-12-01T09:27:40+00:00,loaferCH,564383,"я просто перешел к вердикту"
564386,2020-12-01T09:28:14+00:00,bochkaryoff,,"но эппл музыка меня огорчает тем, что там некоторых треков может и не быть, и их легко могут запретить к прослушиванию в регионе"
564387,2020-12-01T09:28:35+00:00,loaferCH,564386,"братан, бери ютюб премиум. и живи счастливой жизнью"
564388,2020-12-01T09:28:42+00:00,myaksik,,"В спотифае нет подкастов и нет текстов песен"
564389,2020-12-01T09:28:56+00:00,fatawesome,564387,"и живи без половины мировой дискографии"
564390,2020-12-01T09:28:59+00:00,myaksik,,"Но он удобный стильный молодежный"
564391,2020-12-01T09:29:11+00:00,loaferCH,564389,"а ты живи без гачи миксов в спотифае"
564392,2020-12-01T09:29:19+00:00,loaferCH,,""
564393,2020-12-01T09:29:32+00:00,fatawesome,564391,"гачи миксы я на стриме у помощника депутата от лдпр послушать могу"
564394,2020-12-01T09:29:33+00:00,jenamax,564386,"На яндексе сталкивался с проблемой, что некоторых групп там нет из-за того что из лейбл с яндексом не работает"
564395,2020-12-01T09:29:38+00:00,bochkaryoff,564389,"есть музыка, которой нет в ютубе?"
564396,2020-12-01T09:29:43+00:00,loaferCH,564395,"нет"
564397,2020-12-01T09:29:50+00:00,loaferCH,,"он просто тролит"
564398,2020-12-01T09:29:56+00:00,loaferCH,,"как помощник депутата"
564399,2020-12-01T09:29:58+00:00,bochkaryoff,,""
564400,2020-12-01T09:30:00+00:00,fatawesome,564395,"есть"
564401,2020-12-01T09:30:01+00:00,bochkaryoff,,"меня затролили"
564402,2020-12-01T09:30:27+00:00,bochkaryoff,564400,"не ну моих сверхэксклюзивных соло на гитаре там точно нет\nвпрочем как и у эппла и у яндекса и у спотифая"
564403,2020-12-01T09:30:32+00:00,loaferCH,564401,"я про ютюб реально говорю. \nпользовался всеми сервисами с музыкой, эпл, яндекс, спотифай\nи ютюб самый лучший пока"
564404,2020-12-01T09:30:57+00:00,jenamax,564403,"Ты сейчас похож на осла из Шрека с того мема"
564405,2020-12-01T09:31:01+00:00,fatawesome,564403,"пользовался всем, кроме яндекса\nспотифай лучший"
564406,2020-12-01T09:31:10+00:00,fatawesome,,"даже не так\nне пользовался, а пользуюсь"
564407,2020-12-01T09:31:44+00:00,fatawesome,,"У всех свои требования к сервису"
564408,2020-12-01T09:32:52+00:00,ysukhorukov,564407,"Главное чтобы гачики были, лол"
564409,2020-12-01T09:33:10+00:00,fatawesome,564408,"бля как вы работаете под гачи, вы че ебнутые )"
564410,2020-12-01T09:33:20+00:00,bochkaryoff,564409,"нормально"
564411,2020-12-01T09:33:30+00:00,ysukhorukov,,"Норм мужская музыка"
564412,2020-12-01T09:33:35+00:00,fatawesome,,"пиздос я думал я ебнутый из-за того, что под синий трактор могу работать"
564413,2020-12-01T09:33:38+00:00,bochkaryoff,,"под гачимиксы самое то ебашить"
564414,2020-12-01T09:33:50+00:00,bochkaryoff,564403,"а, да\nютуб премиум недоступен в казахстане"
564415,2020-12-01T09:33:52+00:00,ionagamed,564409,"На созвонах можно еще слушать"
564416,2020-12-01T09:33:59+00:00,fatawesome,564415,"ну не Костю же"
564417,2020-12-01T09:34:00+00:00,Species_decipit,564409,"Знал бы ты под что @mmmsalo работает"
564418,2020-12-01T09:34:07+00:00,bochkaryoff,,"может есть какой-то способ его получить, но просто так низя"
564419,2020-12-01T09:34:07+00:00,loaferCH,564414,""
564420,2020-12-01T09:34:13+00:00,ionagamed,564417,"под твои токсичные высказывания?"
564421,2020-12-01T09:34:14+00:00,fatawesome,564417,"знаю"
564422,2020-12-01T09:34:28+00:00,Species_decipit,564420,"ЪУЪ"
564423,2020-12-01T09:34:43+00:00,ysukhorukov,564413,"Как fucking slave"
564424,2020-12-01T09:34:49+00:00,kamilkoduo,564417,"под собачек?"
564425,2020-12-01T09:34:53+00:00,bochkaryoff,564423,"сыглы"
564426,2020-12-01T09:34:59+00:00,N_Flamel,564420,"красиво"
564427,2020-12-01T09:35:14+00:00,Species_decipit,564424,"Кикните Камиля кто-нибудь"
564428,2020-12-01T09:35:42+00:00,kamilkoduo,564427,"чего?"
564429,2020-12-01T09:36:51+00:00,Qvviko,564389,"Ну вот хз у меня дохуя всего что я хотел послушать просто напросто отсутствует в споти"
564430,2020-12-01T09:36:54+00:00,kamilkoduo,,"@Qvviko понял о чем я, а ты видимо нет)\nТоксичный ты"
